Given credit (NT$);Education;Age;Past, monthly payment (-1);Past, monthly payment (-2);Past, monthly bill (-1);Past, monthly bill (-2);Prev. payment in NT$ (-1);Prev. payment in NT$ (-2);Y;Gender_female;Gender_male;Marital status_married;Marital status_others;Marital status_single
280000.0;1;36;0.0;0.0;58983.0;60788.0;2755.0;3463.0;0;1;0;1;0;0
100000.0;2;37;0.0;0.0;99209.0;98222.0;3490.0;2332.0;0;0;1;0;0;1
440000.0;1;36;-2.0;-2.0;0.0;0.0;0.0;0.0;0;1;0;0;0;1
50000.0;3;40;0.0;0.0;49941.0;51213.0;2400.0;1206.0;0;1;0;1;0;0
20000.0;1;25;0.0;0.0;11968.0;14564.0;2800.0;0.0;1;1;0;0;0;1
200000.0;1;27;-1.0;-1.0;871.0;665.0;665.0;960.0;0;1;0;0;0;1
110000.0;2;26;-2.0;-2.0;432.0;3220.0;3220.0;5904.0;0;1;0;0;0;1
300000.0;2;27;1.0;-1.0;0.0;5215.0;5215.0;0.0;0;1;0;1;0;0
400000.0;2;38;-1.0;0.0;3697.0;3600.0;1000.0;1354.0;0;1;0;1;0;0
180000.0;2;34;0.0;0.0;143301.0;146333.0;7000.0;5000.0;0;1;0;1;0;0
20000.0;1;40;0.0;0.0;10934.0;13738.0;3000.0;3100.0;0;0;1;0;0;1
100000.0;1;27;0.0;0.0;55734.0;52557.0;1631.0;1286.0;0;0;1;0;0;1
60000.0;2;23;0.0;0.0;49507.0;33282.0;1970.0;2000.0;1;0;1;0;0;1
110000.0;2;36;0.0;0.0;47819.0;48947.0;2200.0;2500.0;0;1;0;0;0;1
260000.0;3;53;1.0;-1.0;0.0;165.0;165.0;526.0;0;1;0;1;0;0
180000.0;2;29;1.0;-2.0;-2.0;-2.0;0.0;0.0;0;0;1;0;0;1
50000.0;2;24;-1.0;0.0;1399.0;2441.0;1070.0;1500.0;0;0;1;0;0;1
230000.0;2;28;0.0;0.0;26361.0;18826.0;1710.0;1100.0;1;1;0;1;0;0
360000.0;2;32;0.0;0.0;93029.0;94054.0;10000.0;7000.0;0;1;0;0;0;1
200000.0;2;37;1.0;-1.0;-179.0;505.0;1000.0;0.0;1;1;0;1;0;0
130000.0;2;40;0.0;0.0;9559.0;12394.0;3000.0;0.0;1;1;0;0;0;1
400000.0;2;43;1.0;-2.0;0.0;0.0;0.0;0.0;0;1;0;1;0;0
20000.0;1;27;0.0;0.0;20571.0;19089.0;1323.0;1600.0;0;0;1;0;0;1
190000.0;1;28;0.0;0.0;143464.0;146943.0;5795.0;7408.0;0;1;0;0;0;1
140000.0;2;31;-2.0;-2.0;390.0;0.0;0.0;0.0;0;1;0;0;0;1
50000.0;2;31;0.0;0.0;46512.0;47716.0;1974.0;4406.0;1;1;0;1;0;0
120000.0;1;34;-1.0;-1.0;882.0;6531.0;6900.0;5037.0;0;1;0;0;0;1
240000.0;2;30;-2.0;-2.0;92.0;92.0;92.0;92.0;0;1;0;0;0;1
50000.0;2;36;0.0;0.0;5916.0;6172.0;1212.0;1200.0;0;0;1;0;0;1
180000.0;1;26;0.0;0.0;145403.0;138232.0;5440.0;5051.0;0;1;0;0;0;1
160000.0;1;29;-1.0;-1.0;3097.0;-707.0;0.0;0.0;0;1;0;0;0;1
100000.0;2;26;-1.0;-1.0;1370.0;4192.0;4210.0;4159.0;0;1;0;0;0;1
50000.0;2;29;0.0;0.0;47081.0;49316.0;3000.0;2000.0;1;1;0;0;0;1
140000.0;2;31;0.0;0.0;138119.0;137950.0;6600.0;6500.0;0;1;0;0;0;1
30000.0;2;26;0.0;0.0;17893.0;19012.0;1411.0;1522.0;1;1;0;0;0;1
90000.0;1;26;0.0;0.0;39128.0;20473.0;1541.0;4200.0;0;0;1;0;0;1
380000.0;1;30;1.0;-2.0;0.0;0.0;0.0;0.0;1;0;1;0;0;1
80000.0;2;43;0.0;0.0;77057.0;78102.0;3177.0;2600.0;0;1;0;0;0;1
180000.0;2;45;-1.0;0.0;27679.0;28422.0;1481.0;2000.0;1;0;1;1;0;0
240000.0;2;26;0.0;0.0;141315.0;128940.0;6349.0;5834.0;0;1;0;0;0;1
110000.0;4;24;0.0;0.0;83755.0;77431.0;3000.0;2900.0;0;1;0;0;0;1
320000.0;2;30;0.0;0.0;71305.0;71151.0;2589.0;2568.0;0;1;0;0;0;1
110000.0;1;40;1.0;-2.0;0.0;0.0;0.0;2066.0;1;0;1;1;0;0
230000.0;1;35;-2.0;-2.0;761.0;300.0;300.0;399.0;0;1;0;0;0;1
330000.0;2;56;1.0;-1.0;-9.0;1520.0;1529.0;1507.0;0;1;0;1;0;0
50000.0;2;61;0.0;0.0;47166.0;49396.0;3000.0;2237.0;0;1;0;1;0;0
300000.0;1;40;1.0;-2.0;0.0;0.0;0.0;0.0;0;0;1;1;0;0
90000.0;1;34;0.0;0.0;34302.0;35089.0;1640.0;9000.0;0;1;0;0;0;1
30000.0;3;54;0.0;0.0;22987.0;22298.0;2500.0;2000.0;0;0;1;0;1;0
30000.0;3;58;0.0;0.0;19143.0;20168.0;1640.0;1700.0;0;0;1;1;0;0
210000.0;1;30;0.0;0.0;69937.0;71906.0;3500.0;3000.0;0;0;1;0;0;1
50000.0;2;31;0.0;0.0;20526.0;15129.0;2000.0;3000.0;1;0;1;0;0;1
130000.0;2;29;0.0;0.0;89055.0;90780.0;4200.0;2575.0;0;1;0;0;0;1
170000.0;2;28;-1.0;0.0;2948.0;3848.0;1105.0;1903.0;1;1;0;0;0;1
80000.0;2;25;0.0;0.0;22619.0;31429.0;10010.0;1209.0;0;0;1;0;0;1
80000.0;3;73;-1.0;0.0;63144.0;65631.0;3500.0;4330.0;1;0;1;1;0;0
150000.0;2;43;0.0;0.0;153249.0;154049.0;7900.0;6500.0;0;0;1;1;0;0
260000.0;1;30;-1.0;-1.0;1131.0;291.0;291.0;582.0;1;0;1;1;0;0
350000.0;1;38;1.0;-2.0;0.0;0.0;0.0;0.0;0;0;1;1;0;0
310000.0;2;44;0.0;0.0;103797.0;91989.0;4400.0;4013.0;0;0;1;1;0;0
140000.0;2;29;0.0;0.0;20110.0;17102.0;3000.0;3000.0;0;1;0;0;0;1
140000.0;1;27;0.0;0.0;142428.0;144105.0;10000.0;10000.0;0;1;0;0;0;1
100000.0;1;38;0.0;0.0;40810.0;42653.0;2502.0;1200.0;0;0;1;0;0;1
50000.0;2;22;-2.0;-2.0;0.0;0.0;0.0;0.0;0;1;0;0;0;1
210000.0;2;30;0.0;0.0;104701.0;106134.0;4002.0;5000.0;0;1;0;1;0;0
240000.0;1;29;0.0;0.0;156362.0;132280.0;5233.0;3289.0;0;0;1;0;0;1
60000.0;3;42;0.0;0.0;41322.0;29091.0;1488.0;1394.0;0;1;0;0;1;0
150000.0;1;41;-1.0;-1.0;1464.0;2084.0;2091.0;384.0;1;0;1;0;0;1
30000.0;2;48;0.0;0.0;27879.0;28870.0;1774.0;1710.0;0;0;1;1;0;0
200000.0;1;52;-2.0;-2.0;3858.0;2690.0;2690.0;3487.0;0;0;1;1;0;0
120000.0;2;25;0.0;0.0;26476.0;21393.0;6000.0;0.0;0;1;0;1;0;0
200000.0;1;38;-1.0;-1.0;190.0;0.0;0.0;0.0;0;1;0;1;0;0
230000.0;1;32;1.0;-2.0;0.0;0.0;0.0;2809.0;0;1;0;1;0;0
50000.0;3;35;-1.0;-1.0;22500.0;5000.0;5000.0;0.0;0;1;0;1;0;0
50000.0;1;30;0.0;0.0;14811.0;16262.0;2000.0;1600.0;0;1;0;0;0;1
50000.0;2;48;0.0;0.0;44338.0;43048.0;3629.0;3332.0;0;0;1;1;0;0
260000.0;1;36;1.0;-2.0;0.0;0.0;0.0;0.0;1;1;0;0;0;1
230000.0;2;38;-1.0;-1.0;10237.0;2795.0;2795.0;1350.0;0;1;0;0;0;1
80000.0;2;32;-1.0;-1.0;11262.0;0.0;0.0;0.0;0;1;0;1;0;0
170000.0;1;31;-1.0;-1.0;199.0;199.0;199.0;199.0;1;1;0;0;0;1
70000.0;1;27;0.0;0.0;70119.0;68536.0;3600.0;1646.0;0;0;1;0;0;1
90000.0;2;25;0.0;0.0;91894.0;71732.0;3200.0;3300.0;0;1;0;0;0;1
110000.0;1;29;0.0;0.0;48123.0;49537.0;2500.0;2500.0;0;1;0;0;0;1
60000.0;1;27;-1.0;-1.0;14072.0;0.0;0.0;0.0;0;1;0;0;0;1
110000.0;3;37;0.0;0.0;61807.0;62499.0;2300.0;2200.0;0;0;1;1;0;0
50000.0;1;25;0.0;0.0;51044.0;50231.0;2500.0;3008.0;0;1;0;1;0;0
80000.0;1;23;0.0;0.0;77024.0;73281.0;3212.0;1600.0;1;1;0;0;0;1
50000.0;2;23;-1.0;-1.0;350.0;350.0;350.0;400.0;0;0;1;0;0;1
100000.0;1;32;0.0;0.0;83831.0;85586.0;4000.0;4037.0;0;0;1;0;0;1
30000.0;1;26;1.0;-2.0;0.0;0.0;0.0;945.0;0;1;0;0;0;1
200000.0;1;27;0.0;0.0;122923.0;124653.0;5704.0;5930.0;0;1;0;0;0;1
220000.0;2;34;0.0;0.0;37304.0;33304.0;1600.0;1500.0;0;0;1;0;0;1
160000.0;1;28;0.0;0.0;146433.0;107604.0;4500.0;4400.0;0;1;0;0;0;1
200000.0;4;42;0.0;0.0;38564.0;38246.0;5000.0;1485.0;0;0;1;1;0;0
380000.0;1;51;1.0;-2.0;0.0;0.0;0.0;0.0;1;0;1;1;0;0
200000.0;1;26;0.0;0.0;156786.0;179.0;179.0;1443.0;0;1;0;0;0;1
