Status of existing checking account;Duration in month;Credit amount;Savings account or bonds;Present employment since;Install. rate (%) of disposable income;Present residence since;Age in years;No. of existing credits at this bank;Job;No. people being liable for;Risk;Credit history_all_paid_duly;Credit history_critical;Credit history_delay;Credit history_existing_duly_until_now;Credit history_none_paid_duly;Purpose_business;Purpose_car_new;Purpose_car_used;Purpose_domestic_appliances;Purpose_education;Purpose_furniture_equipment;Purpose_others;Purpose_radio_television;Purpose_repairs;Purpose_retraining;Personal status and sex_female_divorced_separated_married;Personal status and sex_male_divorced_separated;Personal status and sex_male_married_widowed;Personal status and sex_male_single;Other debtors or guarantors_coapplicant;Other debtors or guarantors_guarantor;Other debtors or guarantors_none;Property_car_other;Property_real estate;Property_soc_savings_life_insurance;Property_unknown;Other installment plans_bank;Other installment plans_none;Other installment plans_stores;Housing_free;Housing_own;Housing_rent;Telephone_none;Telephone_yes;Foreign worker_no;Foreign worker_yes
0.0;0.15789473684210525;0.26087526205450734;0.25;0.25;0.0;0.6666666666666667;0.6444444444444444;0.3333333333333333;0.3333333333333333;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0
0.3333333333333333;0.21052631578947367;0.20361635220125787;0.5;0.25;0.6666666666666667;1.0;0.5555555555555556;0.0;0.6666666666666667;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0
1.0;0.15789473684210525;0.2383385744234801;0.0;0.5;0.3333333333333333;0.0;0.1555555555555556;0.3333333333333333;0.6666666666666667;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0
0.0;0.05263157894736842;0.14727463312368974;0.25;0.5;0.0;0.3333333333333333;0.3777777777777778;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0
1.0;0.05263157894736842;0.023060796645702306;0.25;1.0;1.0;1.0;0.4444444444444445;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0
0.6666666666666667;0.21052631578947367;0.020833333333333336;1.0;0.5;0.6666666666666667;0.6666666666666667;0.5111111111111111;0.3333333333333333;0.6666666666666667;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0
0.3333333333333333;0.07894736842105263;0.28367400419287214;0.25;0.5;0.6666666666666667;0.3333333333333333;0.3333333333333333;0.0;0.6666666666666667;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0
0.3333333333333333;0.3684210526315789;0.21789832285115307;1.0;0.25;0.6666666666666667;0.6666666666666667;0.3777777777777778;0.0;0.6666666666666667;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0
0.0;0.5263157894736842;0.49397274633123694;0.25;0.5;0.3333333333333333;0.3333333333333333;0.17777777777777776;0.0;0.6666666666666667;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0
0.3333333333333333;0.3684210526315789;0.7358490566037736;0.5;0.5;0.3333333333333333;0.3333333333333333;0.24444444444444452;0.3333333333333333;0.6666666666666667;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0
1.0;0.21052631578947367;0.13286163522012578;0.0;1.0;1.0;1.0;0.8444444444444443;0.0;0.3333333333333333;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0
0.6666666666666667;0.21052631578947367;0.16037735849056606;0.25;0.25;1.0;0.0;0.31111111111111117;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0
0.6666666666666667;0.3684210526315789;0.24240041928721173;0.25;0.5;1.0;0.3333333333333333;0.4000000000000001;0.0;0.6666666666666667;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0
0.6666666666666667;0.15789473684210525;0.12775157232704404;0.25;0.5;0.3333333333333333;0.3333333333333333;0.4000000000000001;0.0;0.6666666666666667;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0
0.3333333333333333;0.13157894736842105;0.02725366876310273;0.25;0.5;1.0;0.6666666666666667;0.1111111111111111;0.0;0.6666666666666667;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0
1.0;0.6842105263157895;0.27292976939203356;0.75;1.0;1.0;0.3333333333333333;0.24444444444444452;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0
0.3333333333333333;0.21052631578947367;0.11897274633123692;0.75;0.5;0.6666666666666667;0.0;0.1555555555555556;0.0;0.6666666666666667;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0
0.3333333333333333;0.3684210526315789;0.7801362683438156;0.25;0.5;0.3333333333333333;1.0;0.5555555555555556;0.0;0.3333333333333333;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0
0.0;0.6842105263157895;0.7779088050314467;0.5;0.75;0.0;1.0;0.1111111111111111;0.3333333333333333;0.6666666666666667;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0
1.0;0.1842105263157895;0.14976415094339623;0.25;0.25;1.0;1.0;0.35555555555555557;0.3333333333333333;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0
1.0;0.8421052631578947;0.2684748427672956;0.75;1.0;1.0;1.0;0.4444444444444445;0.0;0.6666666666666667;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0
0.0;0.05263157894736842;0.14439203354297694;0.75;0.0;0.0;0.3333333333333333;0.08888888888888896;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0
1.0;0.1842105263157895;0.9143081761006291;0.25;0.5;0.0;1.0;0.4444444444444445;0.3333333333333333;0.3333333333333333;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0
1.0;0.21052631578947367;0.23886268343815514;0.5;0.5;1.0;0.3333333333333333;0.2;0.0;0.6666666666666667;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0
0.3333333333333333;0.5263157894736842;0.27292976939203356;0.0;0.25;1.0;0.3333333333333333;0.22222222222222227;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0
0.3333333333333333;0.6052631578947368;0.7488207547169812;0.25;1.0;0.0;0.3333333333333333;0.24444444444444452;0.3333333333333333;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0
1.0;0.21052631578947367;0.13259958071278827;0.25;0.5;0.6666666666666667;0.3333333333333333;0.13333333333333336;0.0;0.6666666666666667;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0
1.0;0.3684210526315789;0.409853249475891;0.0;0.5;0.3333333333333333;0.0;0.26666666666666666;0.0;0.6666666666666667;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0
0.3333333333333333;0.8421052631578947;0.25877882599580715;0.25;1.0;1.0;1.0;0.8444444444444443;0.3333333333333333;0.6666666666666667;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0
1.0;0.05263157894736842;0.06983752620545074;0.0;0.5;0.0;0.3333333333333333;0.1555555555555556;0.0;0.3333333333333333;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0
0.3333333333333333;0.21052631578947367;0.8147274633123691;0.0;0.0;0.3333333333333333;0.0;0.7333333333333334;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0
0.6666666666666667;0.3684210526315789;0.2241876310272537;0.25;1.0;0.6666666666666667;0.3333333333333333;0.08888888888888896;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0
0.0;0.8421052631578947;0.7834119496855347;0.25;0.25;1.0;1.0;0.08888888888888896;0.3333333333333333;0.3333333333333333;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0
0.3333333333333333;0.13157894736842105;0.14950209643605872;0.25;0.5;0.3333333333333333;0.0;0.17777777777777776;0.0;0.6666666666666667;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0
0.3333333333333333;0.2894736842105263;0.16863207547169812;0.0;1.0;1.0;1.0;0.6888888888888889;0.3333333333333333;0.6666666666666667;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0
0.3333333333333333;0.8421052631578947;0.22313941299790357;0.25;1.0;1.0;1.0;0.9333333333333333;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0
1.0;0.5263157894736842;0.38404088050314467;0.25;0.25;1.0;1.0;0.1555555555555556;0.0;0.6666666666666667;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0
1.0;0.6052631578947368;0.6472746331236898;0.0;1.0;1.0;1.0;0.6444444444444444;1.0;0.6666666666666667;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0
1.0;0.21052631578947367;0.2517033542976939;0.25;0.25;0.3333333333333333;0.3333333333333333;0.22222222222222227;0.0;0.6666666666666667;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0
0.3333333333333333;0.21052631578947367;0.09918763102725367;1.0;0.5;1.0;0.0;0.06666666666666671;0.0;0.6666666666666667;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0
1.0;0.8421052631578947;0.20558176100628933;0.25;0.5;1.0;1.0;0.4000000000000001;0.0;0.6666666666666667;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0
1.0;0.8421052631578947;0.2809224318658281;0.0;0.5;1.0;1.0;0.13333333333333336;0.0;0.6666666666666667;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0
1.0;0.07894736842105263;0.06289308176100629;0.0;1.0;1.0;0.3333333333333333;0.6000000000000001;0.3333333333333333;0.3333333333333333;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0
